Record ID,Date,Time,First Response Time (seconds),Call Handle Time (minutes),First Call Resolution (FCR) (Yes/No),Quality of Recent Support (Rating),Average Wait Time (seconds),Customer Satisfaction & Recommendations (Rating),Agent ID/Name,Customer Retention (Yes/No),Fully Burdened Cost per call,Revenue per Call ($),Customer ID,Customer Inquiry Topic,Product Discussed,Customer Revenue ($),Second_Time_Resolution,Repeat
175,11/6/2023,5:38:56,14,28.11,Yes,4,84,5,Agent 24,No,113.18,250.83,Cust5269,Product Feedback,Tablet,1138.41,,No
176,10/31/2023,1:57:56,41,21.28,No,5,30,2,Agent 25,Yes,33.04,212.27,Cust3061,Warranty Claim,Router,5553.88,11/11/2023 08:14:23,No
177,11/13/2023,22:41:56,78,41.56,Yes,1,71,3,Agent 31,Yes,106.93,157.27,Cust8420,Promotions & Offers,Router,9516.93,11/14/2023 02:20:36,Yes
178,10/29/2023,13:06:56,89,14.18,No,1,174,2,Agent 12,Yes,90.56,217.86,Cust3775,Technical Support,Headphones,8544.49,,No
179,11/12/2023,13:10:56,18,30.72,Yes,5,245,4,Agent 26,Yes,12.07,370.73,Cust1154,Promotions & Offers,Camera,9781.85,11/12/2023 19:59:07,Yes
180,10/21/2023,15:45:56,108,18.65,Yes,3,11,1,Agent 6,Yes,134.71,495.47,Cust9795,Technical Support,Tablet,352.27,10/28/2023 13:53:52,No
181,10/31/2023,15:24:56,7,7.63,Yes,3,180,4,Agent 16,No,136.26,192.61,Cust1320,Data Security,Laptop,8188.34,,No
182,10/18/2023,3:29:56,43,32.78,Yes,2,204,2,Agent 32,Yes,115.01,125.72,Cust6554,Promotions & Offers,Tablet,6647.53,,No
183,11/8/2023,6:06:56,71,51.59,No,5,183,3,Agent 37,No,124.83,396.04,Cust8957,Shipping Status,Smartwatch,284.41,11/12/2023 00:30:22,No
184,10/20/2023,12:24:56,9,3.69,No,2,180,5,Agent 25,Yes,172.84,441.83,Cust8879,Technical Support,Smartphone,4904.3,10/20/2023 14:15:32,Yes
185,11/7/2023,21:49:56,42,27.46,Yes,4,260,2,Agent 39,No,102.73,163.85,Cust2783,Product Setup,Headphones,7100.49,,No
186,10/20/2023,16:05:56,25,34.05,No,3,142,5,Agent 21,No,23.31,255.36,Cust9753,Product Setup,Camera,4948.47,,No
187,10/21/2023,16:00:56,73,57.48,No,1,196,3,Agent 15,No,55.36,84.64,Cust4857,Product Feedback,Laptop,1461.65,10/21/2023 21:09:41,Yes
188,11/15/2023,23:58:56,97,34.36,Yes,3,166,3,Agent 35,Yes,44.84,20.53,Cust6947,Account Management,Router,2940.32,,No
189,11/8/2023,0:28:56,44,31.23,No,1,20,1,Agent 26,Yes,159.32,51.03,Cust7776,Product Feedback,Smartphone,4030.28,11/08/2023 05:33:11,Yes
190,11/4/2023,5:59:56,52,59.16,Yes,5,81,1,Agent 49,Yes,109.15,360.14,Cust1890,Billing Inquiry,Speaker,3700.18,11/04/2023 11:31:42,Yes
191,11/12/2023,23:37:56,24,34.37,No,3,108,3,Agent 21,No,183.76,123.83,Cust6537,Data Security,Laptop,4840.86,11/13/2023 02:24:49,Yes
192,10/23/2023,9:37:56,62,51.1,No,2,36,5,Agent 40,Yes,104.2,480.12,Cust9587,Product Setup,Smartwatch,3823.68,10/23/2023 14:41:30,Yes
193,10/19/2023,20:56:57,59,10.53,Yes,5,235,4,Agent 50,Yes,54.38,86.18,Cust7254,Product Setup,Charger,9011.43,,No
194,10/20/2023,20:44:57,83,54.26,Yes,1,31,4,Agent 21,Yes,107.01,433.78,Cust8486,Promotions & Offers,Smartphone,6578.29,,No
195,10/25/2023,17:56:57,86,51.26,Yes,3,169,5,Agent 20,No,177.17,18.67,Cust4599,Product Setup,Headphones,7558.83,,No
196,11/14/2023,13:10:57,51,3.1,Yes,3,102,2,Agent 36,No,30.7,424.66,Cust9702,Warranty Claim,Camera,9406.05,,No
197,10/17/2023,8:00:57,114,50.76,No,2,283,5,Agent 10,Yes,111.91,397.44,Cust6680,Product Feedback,Printer,6029.45,10/17/2023 20:13:58,Yes
198,10/19/2023,11:05:57,119,52.52,No,2,158,3,Agent 6,No,25.49,56.45,Cust7425,Warranty Claim,Router,5774.21,10/19/2023 16:57:08,Yes
199,10/26/2023,14:45:57,71,45.91,Yes,1,293,2,Agent 30,No,44.11,465.85,Cust3997,Shipping Status,Camera,6718.7,,No
200,11/15/2023,15:09:57,114,51.53,Yes,2,62,5,Agent 4,No,150.53,345.73,Cust3765,Product Setup,Charger,9896.79,11/16/2023 09:55:11,Yes
201,11/15/2023,5:59:56,52,59.16,Yes,5,81,1,Agent 49,Yes,109.15,360.14,Cust1890,Billing Inquiry,Speaker,3700.18,11/18/2023 07:50:23,No
202,11/16/2023,23:37:56,24,34.37,No,3,108,3,Agent 21,No,183.76,123.83,Cust6537,Data Security,Laptop,4840.86,,No
203,11/17/2023,9:37:56,62,51.1,No,2,36,5,Agent 40,Yes,104.2,480.12,Cust9587,Product Setup,Smartwatch,3823.68,11/21/2023 20:03:45,No
204,11/18/2023,20:56:57,59,10.53,Yes,5,235,4,Agent 50,Yes,54.38,86.18,Cust7254,Product Setup,Charger,9011.43,,No
205,11/19/2023,20:44:57,83,54.26,Yes,1,31,4,Agent 21,Yes,107.01,433.78,Cust8486,Promotions & Offers,Smartphone,6578.29,,No
206,11/20/2023,17:56:57,86,51.26,Yes,3,169,5,Agent 20,No,177.17,18.67,Cust4599,Product Setup,Headphones,7558.83,,No
207,11/21/2023,13:10:57,51,3.1,Yes,3,102,2,Agent 36,No,30.7,424.66,Cust9702,Warranty Claim,Camera,9406.05,,No
208,11/22/2023,8:00:57,114,50.76,No,2,283,5,Agent 10,Yes,111.91,397.44,Cust6680,Product Feedback,Printer,6029.45,11/22/2023 15:52:51,Yes
209,11/23/2023,11:05:57,119,52.52,No,2,158,3,Agent 6,No,25.49,56.45,Cust7425,Warranty Claim,Router,5774.21,11/25/2023 19:37:20,No
210,11/24/2023,14:45:57,71,45.91,Yes,1,293,2,Agent 30,No,44.11,465.85,Cust3997,Shipping Status,Camera,6718.7,,No
211,11/25/2023,15:09:57,114,51.53,Yes,2,62,5,Agent 4,No,150.53,345.73,Cust3765,Product Setup,Charger,9896.79,,No
212,11/5/2023,18:47:37,115,34.31,No,4,142,2,Agent 6,No,168.14,167.9,Cust6808,Return & Refund,Camera,8546.03,11/07/2023 16:44:13,Yes
213,11/12/2023,13:29:22,46,56.9,Yes,1,144,5,Agent 30,No,15.62,102.84,Cust3127,Data Security,Router,8020.44,,No
214,10/31/2023,19:59:28,59,25.97,Yes,2,209,1,Agent 5,No,127.33,388.13,Cust807,Shipping Status,Tablet,2522.25,,No
215,11/5/2023,04:36:08,100,34.21,No,2,184,1,Agent 45,Yes,26.13,335.28,Cust3944,Product Feedback,Charger,8957.43,11/05/2023 06:15:14,Yes
216,11/9/2023,12:04:46,34,16.37,No,3,13,2,Agent 43,No,133.59,72.3,Cust6592,Data Security,Charger,6378.78,,No
217,10/16/2023,19:56:10,48,36.26,Yes,2,216,2,Agent 32,Yes,120.24,135.21,Cust1869,Promotions & Offers,Tablet,7019.0,10/25/2023 12:41:45,No
218,10/25/2023,06:01:09,115,32.35,No,4,134,2,Agent 6,No,166.48,173.29,Cust1642,Return & Refund,Camera,8415.36,10/28/2023 20:04:33,No
219,10/24/2023,01:43:52,91,33.63,No,5,81,1,Agent 25,No,184.28,123.71,Cust1467,Account Management,Tablet,525.44,10/27/2023 11:57:58,No
220,11/20/2023,13:50:33,99,2.4,No,2,101,4,Agent 31,No,93.6,366.87,Cust2243,Promotions & Offers,Tablet,8596.17,,No
221,11/21/2023,14:56:15,80,53.79,No,3,141,3,Agent 14,No,145.49,251.56,Cust85,Data Security,Smartphone,2661.99,11/22/2023 01:34:16,Yes
222,10/23/2023,21:18:30,52,38.98,Yes,3,25,4,Agent 3,No,60.81,164.55,Cust5463,Shipping Status,Router,4654.2,,No
223,11/13/2023,13:52:26,86,52.07,Yes,3,178,5,Agent 20,No,168.19,24.0,Cust2061,Product Setup,Headphones,7463.62,11/21/2023 17:31:27,No
224,11/2/2023,08:11:36,102,44.29,Yes,2,107,5,Agent 2,No,118.69,238.47,Cust9616,Warranty Claim,Tablet,2149.08,,No
225,11/7/2023,14:18:04,32,27.01,Yes,5,137,1,Agent 42,No,173.72,395.55,Cust8063,Product Setup,Smartwatch,3693.68,,No
226,11/2/2023,02:08:50,5,30.68,Yes,2,297,1,Agent 19,No,116.31,18.42,Cust8090,Technical Support,Router,6391.76,,No
227,11/4/2023,09:59:24,10,1.2,Yes,3,242,3,Agent 39,No,171.89,76.53,Cust4764,Product Setup,Camera,5508.76,,No
228,11/13/2023,06:07:05,39,46.3,Yes,1,72,1,Agent 7,Yes,78.82,424.53,Cust8039,Promotions & Offers,Tablet,1523.88,11/13/2023 14:56:41,Yes
229,10/28/2023,06:48:26,59,10.79,No,4,170,4,Agent 19,No,103.96,359.7,Cust5149,Technical Support,Tablet,8319.13,11/02/2023 11:59:16,No
230,10/17/2023,13:17:07,94,16.69,No,1,167,2,Agent 12,Yes,97.18,214.95,Cust6433,Technical Support,Headphones,8535.25,10/17/2023 15:34:34,Yes
231,11/5/2023,18:34:58,61,56.75,No,3,241,1,Agent 2,Yes,107.39,176.37,Cust8968,Return & Refund,Smartphone,3290.19,11/05/2023 20:29:00,Yes
232,10/20/2023,15:03:21,48,29.43,Yes,4,278,4,Agent 32,Yes,100.64,234.96,Cust2924,Return & Refund,Camera,887.16,,No
233,11/23/2023,22:05:12,76,52.7,Yes,1,144,1,Agent 12,Yes,17.06,171.32,Cust5420,Billing Inquiry,Camera,365.47,,No
234,10/30/2023,08:50:16,68,4.97,Yes,4,264,4,Agent 32,Yes,96.21,261.76,Cust5789,Product Setup,Camera,9376.82,,No
235,10/17/2023,13:08:27,49,2.63,Yes,3,86,2,Agent 36,No,42.67,447.98,Cust9212,Warranty Claim,Camera,9446.45,,No
236,11/4/2023,21:22:38,8,56.06,Yes,1,279,1,Agent 10,Yes,197.0,407.14,Cust7850,Promotions & Offers,Smartphone,4687.51,11/10/2023 14:25:44,No
237,10/29/2023,13:11:33,82,17.83,Yes,1,132,1,Agent 46,No,161.29,308.64,Cust1619,Product Setup,Router,7299.04,10/29/2023 19:14:42,Yes
238,11/13/2023,02:29:08,25,56.56,No,4,267,5,Agent 27,No,140.1,56.2,Cust1764,Return & Refund,Tablet,2057.48,11/13/2023 07:50:10,Yes
239,11/13/2023,21:18:47,120,56.53,Yes,3,183,3,Agent 44,Yes,51.05,145.97,Cust1021,Data Security,Smartphone,6928.17,,No
240,11/13/2023,14:10:46,46,14.57,Yes,2,80,3,Agent 47,No,28.48,92.95,Cust9401,Shipping Status,Headphones,3582.5,,No
241,11/1/2023,08:30:20,78,20.91,Yes,3,205,4,Agent 27,No,91.63,392.98,Cust6170,Product Feedback,Smartwatch,2963.06,,No
242,11/19/2023,23:03:13,73,53.84,No,3,234,1,Agent 2,Yes,103.58,180.21,Cust7985,Return & Refund,Smartphone,3128.37,11/21/2023 08:07:29,Yes
243,10/18/2023,14:27:53,98,59.77,Yes,3,97,5,Agent 37,No,19.15,354.42,Cust5805,Promotions & Offers,Camera,7344.23,10/18/2023 19:31:52,Yes
244,11/4/2023,11:39:40,84,47.13,No,3,147,3,Agent 14,No,139.96,274.23,Cust5648,Data Security,Smartphone,2504.05,,No
245,11/23/2023,12:51:40,17,53.74,Yes,2,90,2,Agent 48,Yes,69.92,226.12,Cust877,Account Management,Speaker,2094.01,,No
246,11/2/2023,09:46:57,97,32.17,Yes,3,167,3,Agent 35,Yes,45.96,20.93,Cust4808,Account Management,Router,2529.25,,No
247,11/24/2023,22:12:15,53,53.47,Yes,3,61,4,Agent 3,Yes,164.84,284.99,Cust7135,Account Management,Camera,112.07,11/25/2023 19:53:09,Yes
248,11/14/2023,02:33:24,43,34.45,Yes,2,194,2,Agent 32,Yes,111.25,121.22,Cust7357,Promotions & Offers,Tablet,6603.11,,No
249,11/2/2023,01:05:06,14,30.66,Yes,4,86,5,Agent 24,No,121.08,252.55,Cust3479,Product Feedback,Tablet,1453.45,,No
250,11/12/2023,23:01:45,28,28.76,No,2,272,2,Agent 40,Yes,176.44,447.14,Cust9427,Shipping Status,Charger,2320.43,11/15/2023 10:43:18,No
251,11/23/2023,12:11:57,93,55.79,Yes,4,104,5,Agent 31,Yes,90.07,247.16,Cust1747,Billing Inquiry,Camera,9930.07,,No
252,11/19/2023,14:41:24,120,42.56,No,1,175,2,Agent 30,No,107.94,155.65,Cust2480,Billing Inquiry,Laptop,1220.98,11/25/2023 10:00:51,No
253,10/24/2023,12:05:43,72,54.38,No,1,161,3,Agent 36,Yes,186.95,73.55,Cust6814,Promotions & Offers,Headphones,5090.63,10/25/2023 22:56:48,Yes
254,11/18/2023,06:44:25,92,35.08,No,5,78,1,Agent 25,No,199.35,78.96,Cust896,Account Management,Tablet,447.79,11/19/2023 11:32:00,Yes
255,10/25/2023,18:45:35,69,53.01,No,4,255,5,Agent 43,Yes,77.58,321.04,Cust5106,Warranty Claim,Smartwatch,9882.87,10/26/2023 01:53:50,Yes
256,10/20/2023,16:45:48,87,40.11,No,2,127,1,Agent 35,No,186.11,330.08,Cust6270,Product Feedback,Speaker,9972.6,10/22/2023 20:02:37,No
257,11/1/2023,19:32:45,80,53.56,Yes,1,34,4,Agent 21,Yes,100.52,436.13,Cust2486,Promotions & Offers,Smartphone,6591.02,,No
258,11/9/2023,08:32:04,67,20.25,No,5,228,1,Agent 45,No,73.75,227.14,Cust3440,Account Management,Charger,5431.63,,No
259,10/29/2023,04:19:20,42,28.5,No,1,23,1,Agent 26,Yes,159.33,40.68,Cust4218,Product Feedback,Smartphone,4283.83,10/29/2023 17:12:30,Yes
260,11/19/2023,12:41:20,28,46.72,Yes,2,54,1,Agent 33,No,119.11,49.54,Cust2824,Product Setup,Speaker,5349.5,,No
261,10/29/2023,17:25:28,5,53.07,Yes,1,281,1,Agent 10,Yes,199.78,433.52,Cust7967,Promotions & Offers,Smartphone,4835.17,,No
262,10/21/2023,12:21:21,28,26.31,Yes,5,130,1,Agent 42,No,177.99,381.49,Cust4285,Product Setup,Smartwatch,3182.88,10/21/2023 20:59:06,Yes
263,11/5/2023,14:51:53,106,17.09,Yes,3,69,2,Agent 1,No,70.15,373.33,Cust1778,Product Feedback,Smartwatch,3317.9,,No
264,11/11/2023,00:09:27,57,16.32,Yes,5,133,2,Agent 37,No,188.81,483.56,Cust6089,Account Management,Headphones,9723.45,,No
265,10/27/2023,17:31:32,18,52.33,Yes,2,126,2,Agent 5,No,55.8,232.3,Cust5608,Technical Support,Router,4168.43,10/29/2023 10:53:18,Yes
266,11/21/2023,10:24:05,42,31.09,Yes,4,293,4,Agent 32,Yes,102.73,230.49,Cust1878,Return & Refund,Camera,367.86,,No
267,10/19/2023,03:56:49,43,51.56,Yes,1,213,4,Agent 43,No,174.85,346.21,Cust475,Product Feedback,Charger,1288.0,,No
268,11/9/2023,12:07:14,44,17.23,Yes,2,77,3,Agent 47,No,26.79,91.63,Cust4603,Shipping Status,Headphones,3954.03,,No
269,11/19/2023,07:43:01,77,9.29,No,3,57,3,Agent 20,Yes,163.86,174.61,Cust9326,Product Feedback,Charger,5562.44,,No
270,11/18/2023,01:39:47,108,39.13,No,2,160,1,Agent 4,Yes,50.48,352.12,Cust4594,Account Management,Printer,2701.06,11/22/2023 02:47:43,No
271,11/11/2023,16:59:41,110,34.79,Yes,4,174,4,Agent 39,No,59.7,27.94,Cust3209,Promotions & Offers,Charger,7197.26,,No
272,10/18/2023,09:20:17,78,53.72,Yes,3,169,5,Agent 20,No,175.24,10.98,Cust2213,Product Setup,Headphones,7683.54,,No
273,10/19/2023,22:31:11,58,57.16,Yes,5,175,4,Agent 25,Yes,49.97,418.27,Cust7496,Data Security,Smartwatch,5259.8,,No
274,11/4/2023,22:41:28,25,42.41,No,3,236,3,Agent 3,No,95.01,124.12,Cust14,Shipping Status,Laptop,8314.45,11/21/2023 09:53:50,No
275,11/23/2023,10:31:09,85,49.5,Yes,1,30,4,Agent 21,Yes,102.96,422.7,Cust5239,Promotions & Offers,Smartphone,6904.56,,No
276,10/19/2023,20:06:01,30,12.3,No,1,30,5,Agent 42,Yes,124.49,328.46,Cust2023,Product Feedback,Printer,9833.46,,No
277,11/19/2023,17:59:22,89,47.17,No,3,293,1,Agent 9,Yes,165.86,174.05,Cust449,Product Feedback,Speaker,9356.66,11/19/2023 18:49:50,Yes
278,11/18/2023,04:01:02,56,52.29,No,2,35,5,Agent 40,Yes,98.15,467.48,Cust256,Product Setup,Smartwatch,3753.88,11/24/2023 06:25:56,No
279,11/23/2023,18:57:49,68,54.8,Yes,1,148,1,Agent 12,Yes,16.66,148.62,Cust4581,Billing Inquiry,Camera,929.88,11/29/2023 14:51:40,No
280,10/22/2023,18:10:17,73,50.81,No,2,158,3,Agent 6,No,48.73,72.91,Cust345,Product Setup,Smartwatch,4763.7,11/05/2023 17:27:44,No
281,10/20/2023,21:28:12,91,32.86,Yes,5,63,2,Agent 44,Yes,150.03,401.94,Cust9721,Shipping Status,Speaker,6754.37,,No
282,10/31/2023,20:27:27,100,48.43,Yes,2,286,1,Agent 50,Yes,46.0,55.64,Cust5647,Product Setup,Smartphone,5329.76,,No
283,11/6/2023,09:44:51,72,5.54,No,1,237,2,Agent 47,Yes,45.91,231.85,Cust4527,Account Management,Speaker,5392.52,,No
284,11/19/2023,23:05:34,117,21.69,Yes,1,63,5,Agent 48,Yes,136.65,24.0,Cust9740,Product Feedback,Speaker,7527.43,,No
285,11/22/2023,11:03:47,59,11.74,No,4,159,4,Agent 19,No,92.76,389.85,Cust7665,Technical Support,Tablet,8106.81,,No
286,10/29/2023,11:49:34,112,38.08,Yes,4,177,4,Agent 39,No,59.87,12.85,Cust3245,Promotions & Offers,Charger,6830.66,,No
287,11/18/2023,14:01:26,92,5.61,No,3,293,1,Agent 11,No,84.38,239.0,Cust8020,Account Management,Router,8771.64,,No
288,11/19/2023,03:28:26,95,40.44,No,1,197,3,Agent 25,No,144.47,384.77,Cust8205,Data Security,Laptop,8817.81,11/19/2023 10:56:16,Yes
289,11/2/2023,04:05:27,93,53.56,Yes,3,98,5,Agent 37,No,25.03,374.68,Cust10,Promotions & Offers,Camera,7180.43,,No
290,11/3/2023,23:39:36,33,43.1,Yes,3,50,1,Agent 38,No,89.4,187.84,Cust3896,Product Feedback,Speaker,8014.06,,No
291,11/20/2023,21:50:55,16,1.21,No,4,119,4,Agent 49,No,143.04,449.32,Cust8491,Promotions & Offers,Charger,7926.94,,No
292,11/20/2023,17:16:33,65,46.75,Yes,1,297,2,Agent 30,No,55.98,474.07,Cust6487,Shipping Status,Camera,6801.5,11/27/2023 12:51:11,No
293,11/24/2023,01:53:41,97,35.8,No,2,185,1,Agent 45,Yes,25.79,344.91,Cust9067,Product Feedback,Charger,8857.36,11/24/2023 11:13:09,Yes
294,11/10/2023,03:31:00,26,19.82,No,3,109,3,Agent 20,Yes,107.52,411.12,Cust4692,Shipping Status,Smartphone,9972.6,,No
295,11/5/2023,03:28:07,40,23.19,No,5,23,2,Agent 25,Yes,39.53,213.43,Cust1329,Warranty Claim,Router,4982.36,,No
296,11/18/2023,17:13:24,5,57.56,No,2,236,4,Agent 17,No,138.68,27.34,Cust9661,Shipping Status,Laptop,2663.21,,No
297,10/19/2023,22:23:22,92,33.85,No,5,70,1,Agent 25,No,193.72,100.47,Cust3670,Account Management,Tablet,439.92,10/20/2023 18:47:38,Yes
298,11/20/2023,12:52:43,89,1.2,No,3,237,4,Agent 46,No,53.2,328.4,Cust6246,Billing Inquiry,Headphones,2849.48,,No
299,10/25/2023,08:35:17,117,24.11,No,4,197,5,Agent 49,No,54.89,10.98,Cust4625,Product Feedback,Headphones,559.65,,No
300,11/4/2023,10:58:19,67,22.35,No,2,172,1,Agent 8,No,51.42,108.38,Cust5521,Billing Inquiry,Smartwatch,8696.05,11/06/2023 04:09:31,Yes
301,11/13/2023,02:36:06,41,20.78,No,5,36,2,Agent 25,Yes,29.2,224.05,Cust9389,Warranty Claim,Router,5397.1,11/14/2023 03:50:44,Yes
302,10/17/2023,19:45:57,31,13.86,No,3,11,2,Agent 43,No,135.07,79.2,Cust3434,Data Security,Charger,5919.52,10/19/2023 19:39:57,Yes
303,11/1/2023,07:17:18,25,53.51,No,1,41,5,Agent 24,Yes,149.31,497.98,Cust9814,Technical Support,Printer,4510.68,11/03/2023 07:11:18,Yes
304,10/28/2023,09:40:52,98,13.53,No,1,169,2,Agent 12,Yes,89.88,218.53,Cust8013,Technical Support,Headphones,8673.27,10/28/2023 13:31:19,Yes
305,10/19/2023,10:31:28,22,53.59,Yes,4,155,1,Agent 13,No,49.68,94.15,Cust495,Billing Inquiry,Tablet,6705.58,10/19/2023 12:35:09,Yes
306,10/23/2023,10:13:23,47,59.77,Yes,5,72,1,Agent 49,Yes,102.24,357.17,Cust9796,Billing Inquiry,Speaker,3491.58,,No
307,10/23/2023,01:56:21,84,43.87,Yes,5,290,2,Agent 43,Yes,150.61,339.28,Cust6128,Product Feedback,Speaker,7245.74,,No
308,11/15/2023,16:52:17,83,25.99,Yes,2,88,3,Agent 48,Yes,93.37,352.84,Cust2698,Return & Refund,Smartphone,6443.04,,No
309,11/1/2023,20:38:43,108,33.42,Yes,4,181,4,Agent 39,No,67.47,28.88,Cust5840,Promotions & Offers,Charger,7163.19,,No
310,10/18/2023,13:20:57,21,38.2,No,4,34,4,Agent 6,No,16.99,377.27,Cust1292,Warranty Claim,Camera,2407.92,10/21/2023 16:31:24,No
311,10/25/2023,14:26:45,44,57.33,No,4,27,1,Agent 15,No,134.2,258.44,Cust8761,Promotions & Offers,Tablet,5824.98,,No
312,11/14/2023,14:06:49,45,21.41,No,5,36,2,Agent 25,Yes,34.22,202.58,Cust9557,Warranty Claim,Router,5318.22,11/16/2023 04:20:01,Yes
313,10/25/2023,14:54:04,101,1.22,No,2,111,4,Agent 31,No,104.48,373.99,Cust9667,Promotions & Offers,Tablet,8762.17,10/31/2023 05:18:31,No
314,11/3/2023,04:32:21,28,49.72,No,1,64,5,Agent 24,Yes,148.59,473.95,Cust6968,Technical Support,Printer,3850.01,,No
315,11/11/2023,23:22:26,115,34.4,No,5,173,1,Agent 50,Yes,143.56,215.78,Cust8785,Product Feedback,Speaker,3018.35,11/18/2023 11:14:56,No
316,11/24/2023,01:54:15,104,8.73,Yes,5,63,4,Agent 47,No,49.93,378.48,Cust579,Account Management,Smartphone,2618.26,,No
317,10/19/2023,02:56:03,62,16.05,No,4,14,5,Agent 34,No,51.03,492.68,Cust9519,Account Management,Smartphone,490.68,,No
318,10/25/2023,13:25:15,5,49.09,Yes,1,292,1,Agent 10,Yes,194.93,406.63,Cust2002,Promotions & Offers,Smartphone,4928.71,,No
319,10/25/2023,13:53:03,113,42.46,No,2,234,1,Agent 45,Yes,86.33,66.17,Cust9477,Product Feedback,Speaker,1802.68,10/29/2023 08:29:38,No
320,11/20/2023,23:37:47,90,35.23,Yes,5,77,2,Agent 44,Yes,155.49,449.81,Cust7464,Shipping Status,Speaker,6235.39,,No
321,11/7/2023,17:05:53,81,41.57,No,3,267,3,Agent 14,Yes,158.71,140.44,Cust6746,Product Setup,Speaker,3219.48,,No
322,11/15/2023,16:29:34,28,24.71,No,2,285,2,Agent 40,Yes,182.67,439.27,Cust8993,Shipping Status,Charger,2433.83,11/18/2023 14:49:01,No
323,11/4/2023,01:03:59,14,52.53,Yes,1,280,1,Agent 10,Yes,199.78,413.28,Cust1356,Promotions & Offers,Smartphone,4967.42,11/06/2023 22:07:48,No
324,11/4/2023,14:14:00,16,53.13,Yes,2,115,2,Agent 48,Yes,73.53,255.59,Cust636,Account Management,Speaker,2433.66,,No
325,11/24/2023,14:00:47,41,2.13,Yes,5,238,3,Agent 16,Yes,83.28,101.64,Cust1399,Billing Inquiry,Speaker,1275.81,,No
326,10/23/2023,07:04:19,120,38.67,No,3,193,2,Agent 23,Yes,121.67,267.36,Cust1143,Product Feedback,Smartphone,9042.3,10/24/2023 02:18:08,Yes
327,11/1/2023,13:44:28,102,43.29,Yes,2,174,3,Agent 21,No,68.23,321.22,Cust316,Data Security,Charger,6472.76,,No
328,11/25/2023,02:40:37,37,11.82,Yes,2,16,2,Agent 6,No,187.86,34.04,Cust1285,Data Security,Printer,8529.61,11/25/2023 03:50:51,Yes
329,10/27/2023,02:42:55,43,53.1,No,4,14,1,Agent 15,No,132.06,262.39,Cust5562,Promotions & Offers,Tablet,5996.63,10/27/2023 20:43:47,Yes
330,10/21/2023,03:24:14,61,56.53,Yes,1,204,4,Agent 12,Yes,72.59,385.15,Cust9155,Data Security,Headphones,9649.48,,No
331,10/28/2023,12:59:39,9,2.74,No,5,205,3,Agent 34,Yes,11.02,336.31,Cust132,Product Setup,Charger,2592.18,10/29/2023 00:12:35,Yes
332,11/19/2023,01:55:09,102,37.26,No,2,197,1,Agent 45,Yes,40.29,346.08,Cust9158,Product Feedback,Charger,8433.29,,No
333,11/25/2023,10:54:19,16,2.59,No,4,133,4,Agent 49,No,143.47,416.14,Cust1642,Promotions & Offers,Charger,8128.71,11/28/2023 04:07:40,No
334,11/10/2023,14:05:14,60,24.0,Yes,2,178,1,Agent 5,No,128.95,358.04,Cust6139,Shipping Status,Tablet,2128.38,,No
335,11/25/2023,05:12:50,86,34.34,Yes,5,80,2,Agent 44,Yes,153.66,431.15,Cust4389,Shipping Status,Speaker,6469.56,,No
336,10/23/2023,19:39:53,5,11.17,Yes,3,180,4,Agent 16,No,128.34,180.83,Cust4060,Data Security,Laptop,8180.54,,No
337,11/10/2023,19:50:29,34,35.61,Yes,3,56,1,Agent 38,No,107.61,177.45,Cust3506,Product Feedback,Speaker,7964.57,11/12/2023 09:06:42,Yes
338,11/9/2023,08:48:30,73,49.21,No,2,172,3,Agent 6,No,66.33,67.37,Cust5506,Product Setup,Smartwatch,5223.21,,No
339,10/21/2023,23:03:57,115,22.71,No,1,223,4,Agent 49,No,166.54,121.55,Cust3123,Product Setup,Router,1850.07,10/22/2023 01:57:53,Yes
340,11/10/2023,07:09:37,59,25.14,No,5,242,2,Agent 27,No,189.06,133.08,Cust6347,Data Security,Camera,8509.51,,No
341,11/7/2023,02:59:39,107,58.34,Yes,4,104,5,Agent 31,Yes,79.63,250.58,Cust6755,Billing Inquiry,Camera,9666.75,,No
342,11/15/2023,21:42:10,37,36.68,Yes,3,59,1,Agent 38,No,97.34,219.95,Cust8345,Product Feedback,Speaker,7743.55,11/16/2023 12:03:34,Yes
343,11/18/2023,20:46:05,55,6.32,Yes,4,240,1,Agent 40,Yes,182.3,10.98,Cust5407,Technical Support,Smartwatch,7666.85,11/19/2023 04:35:50,Yes
344,10/25/2023,15:45:19,84,51.3,No,3,149,3,Agent 14,No,140.95,251.39,Cust6596,Data Security,Smartphone,3067.64,11/10/2023 03:09:41,No
345,10/21/2023,02:28:58,17,55.39,Yes,2,106,2,Agent 48,Yes,82.87,223.98,Cust1051,Account Management,Speaker,2106.61,10/26/2023 21:57:07,No
346,11/22/2023,14:42:12,93,49.65,Yes,2,288,1,Agent 50,Yes,38.35,81.04,Cust6702,Product Setup,Smartphone,5849.99,,No
347,11/15/2023,06:41:51,72,1.2,No,3,19,4,Agent 49,No,187.02,123.69,Cust5072,Promotions & Offers,Headphones,2368.32,11/15/2023 11:00:31,Yes
348,10/31/2023,04:15:22,18,23.0,Yes,1,100,5,Agent 31,No,81.38,309.95,Cust9567,Shipping Status,Charger,1865.09,,No
349,11/7/2023,03:15:26,52,29.96,No,1,284,1,Agent 37,Yes,28.4,367.99,Cust6983,Data Security,Tablet,8268.65,11/07/2023 14:12:45,Yes
